departamento,aglomerado,provincia
Loventué,Victorica,La Pampa
Maracó,Dorila,La Pampa
Maracó,Agustoni,La Pampa
Maracó,General Pico,La Pampa
Maracó,Speluzzi,La Pampa
Maracó,Trebolares,La Pampa
Puelén,Puelén,La Pampa
Puelén,Casa de Piedra,La Pampa
Puelén,25 de Mayo,La Pampa
Quemú Quemú,Miguel Cané,La Pampa
Quemú Quemú,Colonia Barón,La Pampa
Quemú Quemú,Colonia San José,La Pampa
Quemú Quemú,Quemú Quemú,La Pampa
Quemú Quemú,Relmo,La Pampa
Quemú Quemú,Villa Mirasol,La Pampa
Rancul,Quetrequén,La Pampa
Rancul,Caleufú,La Pampa
Rancul,Ingeniero Foster,La Pampa
Rancul,La Maruja,La Pampa
Rancul,Parera,La Pampa
Rancul,Pichi Huinca,La Pampa
Rancul,Rancul,La Pampa
Realicó,Adolfo Van Praet,La Pampa
Realicó,Alta Italia,La Pampa
Realicó,Damián Maisonave (Est. Simson),La Pampa
Realicó,Embajador Martini,La Pampa
Realicó,Falucho,La Pampa
Realicó,Ingeniero Luiggi,La Pampa
Realicó,Ojeda,La Pampa
Realicó,Realicó,La Pampa
Toay,Cachirulo,La Pampa
Toay,Naicó,La Pampa
Toay,Gran Santa Rosa,La Pampa
Trenel,Arata,La Pampa
Trenel,Metileo,La Pampa
Trenel,Trenel,La Pampa
Utracán,Quehué,La Pampa
Utracán,Ataliva Roca,La Pampa
Utracán,Chacharramendi,La Pampa
Utracán,Colonia Santa María,La Pampa
Utracán,General Acha,La Pampa
Utracán,Unanué,La Pampa
Arauco,Estación Mazán,La Rioja
Arauco,Aimogasta,La Rioja
Arauco,Arauco,La Rioja
Arauco,Bañado de los Pantanos,La Rioja
Arauco,Termas Santa Teresita,La Rioja
Arauco,Villa Mazán,La Rioja
Capital,La Rioja,La Rioja
Castro Barros,Aminga,La Rioja
Castro Barros,Anillaco,La Rioja
Castro Barros,Anjullón,La Rioja
Castro Barros,Chuquis,La Rioja
Castro Barros,Los Molinos,La Rioja
Castro Barros,Pinchas,La Rioja
Castro Barros,San Pedro,La Rioja
Castro Barros,Santa Vera Cruz,La Rioja
Coronel Felipe Varela,Guandacol,La Rioja
Coronel Felipe Varela,Pagancillo,La Rioja
Coronel Felipe Varela,Aicuña,La Rioja
Coronel Felipe Varela,Los Palacios,La Rioja
Coronel Felipe Varela,Villa Unión,La Rioja
Chamical,Chamical,La Rioja
Chamical,Polco,La Rioja
Chilecito,Colonia Vichigasta,La Rioja
Chilecito,Nonogasta,La Rioja
Chilecito,Chilecito,La Rioja
Chilecito,Colonia Anguinán,La Rioja
Chilecito,Colonia Catinzaco,La Rioja
Chilecito,Colonia Malligasta,La Rioja
Chilecito,Guanchín,La Rioja
Chilecito,Malligasta,La Rioja
Chilecito,Miranda,La Rioja
Chilecito,San Nicolás,La Rioja
Chilecito,Santa Florentina,La Rioja
Chilecito,Sañogasta,La Rioja
Chilecito,Tilimuqui,La Rioja
Chilecito,Vichigasta,La Rioja
Famatina,Angulos,La Rioja
Famatina,Chañarmuyo,La Rioja
Famatina,Alto Carrizal,La Rioja
Famatina,Antinaco,La Rioja
Famatina,Bajo Carrizal,La Rioja
Famatina,Campanas,La Rioja
Famatina,Famatina,La Rioja
Famatina,La Cuadra,La Rioja
Famatina,Pituil,La Rioja
Famatina,Plaza Vieja,La Rioja
Famatina,Santa Cruz,La Rioja
Famatina,Santo Domingo,La Rioja
General Angel V. Peñaloza,Punta de los Llanos,La Rioja
General Angel V. Peñaloza,Tama,La Rioja
General Belgrano,Loma Blanca,La Rioja
General Belgrano,Castro Barros,La Rioja
General Belgrano,Chañar,La Rioja
General Belgrano,Olta,La Rioja
General Juan Facundo Quiroga,Portezuelo,La Rioja
General Juan Facundo Quiroga,Malanzán,La Rioja
General Juan Facundo Quiroga,Nácate,La Rioja
General Juan Facundo Quiroga,San Antonio,La Rioja
General Ocampo,Milagro,La Rioja
General Lamadrid,Villa Castelli,La Rioja
General Ocampo,Ambil,La Rioja
General Ocampo,Colonia Ortíz de Ocampo,La Rioja
General Ocampo,Olpas,La Rioja
General Ocampo,Santa Rita de Catuna,La Rioja
General San Martín,Ulapes,La Rioja
Vinchina,Jagüé,La Rioja
Vinchina,Villa San José de Vinchina,La Rioja
Independencia,Amaná,La Rioja
Independencia,Patquía,La Rioja
Rosario Vera Peñaloza,Chepes,La Rioja
Rosario Vera Peñaloza,Desiderio Tello,La Rioja
Lavalle,Las Violetas,Mendoza
San Blas de los Sauces,Salicas - San Blas,La Rioja
Sanagasta,Villa Sanagasta,La Rioja
Capital,Gran Mendoza,Mendoza
General Alvear,Bowen,Mendoza
General Alvear,Carmensa,Mendoza
General Alvear,General Alvear,Mendoza
Lavalle,3 de Mayo,Mendoza
General Alvear,Los Compartos,Mendoza
Godoy Cruz,Gran Mendoza,Mendoza
Guaymallén,Colonia Segovia,Mendoza
Guaymallén,Gran Mendoza,Mendoza
Guaymallén,La Primavera,Mendoza
Guaymallén,Los Corralitos,Mendoza
Guaymallén,Puente de Hierro,Mendoza
Junín,Ingeniero Giagnoni,Mendoza
Junín,Junín,Mendoza
Junín,San Martín - La Colonia,Mendoza
Junín,Medrano,Mendoza
Junín,Phillips,Mendoza
Junín,Rodríguez Peña,Mendoza
Junín,Los Barriales,Mendoza
La Paz,Desaguadero,Mendoza
La Paz,Villa Antigua,Mendoza
La Paz,La Paz,Mendoza
Las Heras,Blanco Encalada,Mendoza
Las Heras,Las Cuevas,Mendoza
Las Heras,Gran Mendoza,Mendoza
Las Heras,Los Penitentes,Mendoza
Las Heras,Polvaredas,Mendoza
Las Heras,Punta de Vacas,Mendoza
Las Heras,Uspallata,Mendoza
Las Heras,Puente del Inca,Mendoza
Las Heras,Jocolí,Mendoza
Lavalle,Barrio Alto del Olvido,Mendoza
Lavalle,Barrio Jocolí II,Mendoza
Lavalle,Barrio La Palmera,Mendoza
Lavalle,Barrio La Pega,Mendoza
Lavalle,Barrio Los Jarilleros,Mendoza
Lavalle,Barrio Los Olivos,Mendoza
Lavalle,Barrio Virgen del Rosario,Mendoza
Lavalle,El Paramillo,Mendoza
Lavalle,El Vergel,Mendoza
Lavalle,Ingeniero Gustavo André,Mendoza
Lavalle,Jocolí Viejo,Mendoza
Lavalle,Villa Tulumaya,Mendoza
Lavalle,Costa de Araujo,Mendoza
Lavalle,Jocolí,Mendoza
Lavalle,Barrio Lagunas de Bartoluzzi,Mendoza
Luján de Cuyo,Agrelo,Mendoza
Luján de Cuyo,Barrio Perdriel IV,Mendoza
Luján de Cuyo,Cacheuta,Mendoza
Luján de Cuyo,Costa Flores,Mendoza
Luján de Cuyo,El Carrizal,Mendoza
Luján de Cuyo,El Salto,Mendoza
Luján de Cuyo,Las Vegas,Mendoza
Luján de Cuyo,Gran Mendoza,Mendoza
Luján de Cuyo,Perdriel,Mendoza
Luján de Cuyo,Potrerillos,Mendoza
Luján de Cuyo,Ugarteche,Mendoza
Luján de Cuyo,Las Compuertas,Mendoza
Maipú,Barrancas,Mendoza
Maipú,Barrio Jesús de Nazaret,Mendoza
Maipú,El Pedregal,Mendoza
Maipú,Fray Luis Beltrán,Mendoza
Maipú,Gran Mendoza,Mendoza
Maipú,Rodeo del Medio,Mendoza
Maipú,Russell,Mendoza
Maipú,San Roque,Mendoza
Maipú,Villa Teresa,Mendoza
Maipú,Cruz de Piedra,Mendoza
Malargüe,Agua Escondida,Mendoza
Malargüe,Malargüe,Mendoza
Malargüe,Las Leñas,Mendoza
Rivadavia,Andrade,Mendoza
Rivadavia,Barrio Cooperativa Los Campamentos,Mendoza
Rivadavia,Barrio Rivadavia,Mendoza
Rivadavia,El Mirador,Mendoza
Rivadavia,La Esperanza,Mendoza
Rivadavia,La Florida,Mendoza
Rivadavia,La Libertad,Mendoza
Rivadavia,Los Árboles,Mendoza
Rivadavia,Los Campamentos,Mendoza
Rivadavia,Mundo Nuevo,Mendoza
Rivadavia,Reducción de Abajo,Mendoza
Rivadavia,Rivadavia,Mendoza
Rivadavia,Santa María de Oro,Mendoza
Rivadavia,Medrano,Mendoza
Rivadavia,La Central,Mendoza
San Martín,Alto Verde,Mendoza
San Carlos,Barrio Carrasco,Mendoza
San Carlos,Barrio El Cepillo,Mendoza
San Carlos,Eugenio Bustos,Mendoza
San Carlos,La Consulta,Mendoza
San Carlos,Pareditas,Mendoza
San Carlos,Chilecito,Mendoza
San Carlos,San Carlos,Mendoza
San Martín,Barrio Chivilcoy,Mendoza
San Martín,Barrio La Estación,Mendoza
San Martín,Barrio Los Charabones,Mendoza
San Martín,Barrio Nuestra Señora de Fátima,Mendoza
San Martín,Chivilcoy,Mendoza
San Martín,El Espino,Mendoza
San Martín,El Ramblón,Mendoza
San Martín,Nueva California,Mendoza
San Martín,San Martín - La Colonia,Mendoza
San Martín,Tres Porteñas,Mendoza
San Martín,Chapanay,Mendoza
San Martín,Montecaseros,Mendoza
San Martín,Barrio Emanuel,Mendoza
San Rafael,Barrio Campos El Toledano,Mendoza
San Rafael,Barrio El Nevado,Mendoza
San Rafael,Barrio Empleados de Comercio,Mendoza
San Rafael,Barrio Intendencia,Mendoza
San Rafael,Capitán Montoya,Mendoza
San Rafael,El Nihuil,Mendoza
San Rafael,El Sosneado,Mendoza
San Rafael,El Tropezón,Mendoza
San Rafael,Jaime Prats,Mendoza
San Rafael,La Llave Nueva,Mendoza
San Rafael,Las Malvinas,Mendoza
San Rafael,Monte Comán,Mendoza
San Rafael,Pobre Diablo,Mendoza
San Rafael,Punta del Agua,Mendoza
San Rafael,Rama Caida,Mendoza
San Rafael,Real del Padre,Mendoza
San Rafael,Salto de las Rosas,Mendoza
San Rafael,San Rafael,Mendoza
San Rafael,25 de Mayo,Mendoza
San Rafael,Villa Atuel,Mendoza
San Rafael,Villa Atuel Norte,Mendoza
San Rafael,Goudge,Mendoza
San Rafael,Los Reyunos,Mendoza
San Rafael,Cuadro Benegas,Mendoza
Santa Rosa,Barrio María Auxiliadora,Mendoza
Santa Rosa,Barrio Molina Cabrera,Mendoza
Santa Rosa,La Dormida,Mendoza
Santa Rosa,Las Catitas,Mendoza
Santa Rosa,Santa Rosa,Mendoza
Santa Rosa,Barrio 12 de Octubre,Mendoza
Tunuyán,Barrio San Cayetano,Mendoza
Tunuyán,Campo Los Andes,Mendoza
Tunuyán,Colonia Las Rosas,Mendoza
Tunuyán,El Manzano,Mendoza
Tunuyán,Tunuyán,Mendoza
Tunuyán,Vista Flores,Mendoza
Tunuyán,Los Sauces,Mendoza
Tupungato,Barrio Belgrano Norte,Mendoza
Tupungato,Cordón del Plata,Mendoza
Tupungato,El Zampal,Mendoza
Tupungato,La Arboleda,Mendoza
Tupungato,San José,Mendoza
Tupungato,El Peral,Mendoza
Tupungato,Tupungato,Mendoza
Apóstoles,Azara,Misiones
Apóstoles,Barrio Rural,Misiones
Apóstoles,Estación Apóstoles - Colonia Liebig's,Misiones
Apóstoles,Pindapoy,Misiones
Apóstoles,Rincón de Azara,Misiones
Apóstoles,San José,Misiones
Apóstoles,Tres Capones,Misiones
Apóstoles,Apóstoles,Misiones
Cainguás,Aristóbulo del Valle,Misiones
Cainguás,Campo Grande,Misiones
Cainguás,Dos de Mayo Núcleo III,Misiones
Cainguás,1° de Mayo,Misiones
Cainguás,Pueblo Illia,Misiones
Candelaria,Candelaria,Misiones
Cainguás,Salto Encantado,Misiones
Cainguás,Kilómetro 17,Misiones
Cainguás,Dos de Mayo,Misiones
Candelaria,Bonpland,Misiones
Candelaria,Cerro Corá,Misiones
Candelaria,Mártires,Misiones
Candelaria,Profundidad,Misiones
Candelaria,Puerto Santa Ana,Misiones
Candelaria,Loreto,Misiones
Candelaria,Santa Ana,Misiones
Candelaria,Barrio del Lago,Misiones
Capital,Barrio Nuevo Garupá,Misiones
Capital,Gran Posadas,Misiones
Capital,Nemesio Parma,Misiones
Capital,Gran Posadas,Misiones
Capital,Gran Posadas,Misiones
Concepción,Barra Concepción,Misiones
Concepción,Concepción de la Sierra,Misiones
Concepción,La Corita,Misiones
Concepción,Santa María,Misiones
Eldorado,Colonia Victoria,Misiones
Eldorado,María Magdalena,Misiones
Eldorado,Nueva Delicia,Misiones
Eldorado,9 de Julio Kilómetro 28,Misiones
Eldorado,9 de Julio Kilómetro 20,Misiones
Eldorado,Pueblo Nuevo,Misiones
Eldorado,Puerto Mado,Misiones
Eldorado,Puerto Pinares,Misiones
Eldorado,Valle Hermoso,Misiones
Eldorado,Villa Roulet,Misiones
Eldorado,Santiago de Liniers,Misiones
Eldorado,Eldorado,Misiones
General Manuel Belgrano,Comandante Andresito,Misiones
General Manuel Belgrano,Caburei,Misiones
General Manuel Belgrano,Dos Hermanas,Misiones
General Manuel Belgrano,Integración,Misiones
General Manuel Belgrano,Puerto Andresito,Misiones
General Manuel Belgrano,Puerto Deseado,Misiones
General Manuel Belgrano,San Antonio,Misiones
General Manuel Belgrano,Piñalito Norte,Misiones
General Manuel Belgrano,Bernardo de Irigoyen,Misiones
Guaraní,El Soberbio,Misiones
Guaraní,Fracrán,Misiones
Guaraní,San Vicente,Misiones
Iguazú,Puerto Libertad,Misiones
Iguazú,Puerto Iguazú,Misiones
Iguazú,Villa Cooperativa,Misiones
Iguazú,Puerto Esperanza,Misiones
Iguazú,Colonia Wanda,Misiones
Leandro N. Alem,Almafuerte,Misiones
Leandro N. Alem,Caá - Yarí,Misiones
Leandro N. Alem,Cerro Azul,Misiones
Leandro N. Alem,Dos Arroyos,Misiones
Leandro N. Alem,Gobernador López,Misiones
Leandro N. Alem,Leandro N. Alem,Misiones
Leandro N. Alem,Olegario V. Andrade,Misiones
Leandro N. Alem,Villa Libertad,Misiones
Leandro N. Alem,Villa Libertad,Misiones
Leandro N. Alem,Arroyo del Medio,Misiones
Libertador General San Martín,Capioví,Misiones
Libertador General San Martín,El Alcázar,Misiones
Libertador General San Martín,Garuhapé,Misiones
Libertador General San Martín,Mbopicuá,Misiones
Libertador General San Martín,Puerto Rico,Misiones
Libertador General San Martín,Ruiz de Montoya,Misiones
Libertador General San Martín,San Alberto,Misiones
Libertador General San Martín,San Miguel,Misiones
Libertador General San Martín,Villa Akerman,Misiones
Libertador General San Martín,Villa Urrutia,Misiones
Libertador General San Martín,Puerto Leoni,Misiones
Libertador General San Martín,San Gotardo,Misiones
Libertador General San Martín,Capioviciño,Misiones
Montecarlo,Barrio Cuatro Bocas,Misiones
Montecarlo,Barrio Guatambú,Misiones
Montecarlo,Barrio Itá,Misiones
Montecarlo,Laharrague,Misiones
Montecarlo,Montecarlo,Misiones
Montecarlo,Piray Kilómetro 18,Misiones
Montecarlo,Tarumá,Misiones
Montecarlo,Villa Parodi,Misiones
Montecarlo,Puerto Piray,Misiones
Montecarlo,Caraguatay,Misiones
Oberá,Colonia Alberdi,Misiones
Oberá,Oberá - Barrio Escuela 633,Misiones
Oberá,Campo Ramón,Misiones
Oberá,Campo Viera,Misiones
Oberá,General Alvear,Misiones
Oberá,Guaraní,Misiones
Oberá,Los Helechos,Misiones
Oberá,Oberá - Barrio Escuela 633,Misiones
Oberá,Panambí,Misiones
Oberá,Panambí Kilómetro 8,Misiones
Oberá,Panambí Kilómetro 15,Misiones
Oberá,Villa Bonita,Misiones
Oberá,San Martín,Misiones
Oberá,Barrio Escuela 461,Misiones
Oberá,El Salto,Misiones
San Ignacio,Colonia Polana,Misiones
San Ignacio,Corpus,Misiones
San Ignacio,Domingo Savio,Misiones
San Ignacio,General Urquiza,Misiones
San Ignacio,Gobernador Roca,Misiones
San Ignacio,Helvecia,Misiones
San Ignacio,Hipólito Yrigoyen,Misiones
San Ignacio,Oasis,Misiones
San Ignacio,Roca Chica,Misiones
San Ignacio,San Ignacio,Misiones
San Ignacio,Jardín América,Misiones
San Ignacio,Santo Pipó,Misiones
San Ignacio,Barrio Tungoil,Misiones
San Javier,Florentino Ameghino,Misiones
San Javier,Itacaruaré,Misiones
San Javier,Mojón Grande,Misiones
San Javier,San Javier,Misiones
San Pedro,Paraíso,Misiones
San Pedro,Piñalito Sur,Misiones
San Pedro,San Pedro,Misiones
San Pedro,Tobuna,Misiones
San Pedro,Cruce Caballero,Misiones
25 de Mayo,Alba Posse,Misiones
25 de Mayo,Alicia Baja,Misiones
25 de Mayo,Colonia Aurora,Misiones
25 de Mayo,San Francisco de Asís,Misiones
25 de Mayo,Santa Rita,Misiones
25 de Mayo,25 de Mayo,Misiones
25 de Mayo,Alicia Alta,Misiones
Aluminé,Aluminé,Neuquén
Aluminé,Moquehue,Neuquén
Aluminé,Villa Pehuenia,Neuquén
Añelo,Aguada San Roque,Neuquén
Añelo,Añelo,Neuquén
Añelo,San Patricio del Chañar,Neuquén
Catan Lil,Las Coloradas,Neuquén
Collón Curá,Piedra del Águila,Neuquén
Collón Curá,Santo Tomás,Neuquén
Confluencia,Arroyito,Neuquén
Confluencia,Barrio Ruca Luhe,Neuquén
Confluencia,Centenario,Neuquén
Confluencia,Cutral Co - Plaza Huincul,Neuquén
Confluencia,Mari Menuco,Neuquén
Confluencia,Neuquén - Plottier - Cipolletti,Neuquén
Confluencia,11 de Octubre,Neuquén
Confluencia,Neuquén - Plottier - Cipolletti,Neuquén
Confluencia,Senillosa,Neuquén
Confluencia,Villa El Chocón,Neuquén
Confluencia,Vista Alegre Sur,Neuquén
Confluencia,Cutral Co - Plaza Huincul,Neuquén
Confluencia,Vista Alegre Norte,Neuquén
Confluencia,El Chocón,Neuquén
Chos Malal,Chos Malal,Neuquén
Chos Malal,Tricao Malal,Neuquén
Chos Malal,Villa del Curi Leuvú,Neuquén
Huiliches,Junín de los Andes,Neuquén
Lácar,San Martín de los Andes,Neuquén
Lácar,Villa Lago Meliquina,Neuquén
Loncopué,Chorriaca,Neuquén
Loncopué,Loncopué,Neuquén
Los Lagos,Villa La Angostura,Neuquén
Los Lagos,Villa Traful,Neuquén
Minas,Andacollo,Neuquén
Minas,Las Ovejas,Neuquén
Minas,Los Miches,Neuquén
Minas,Manzano Amargo,Neuquén
Minas,Villa del Nahueve,Neuquén
Minas,Huinganco,Neuquén
Minas,Varvaco,Neuquén
Ñorquín,Caviahue,Neuquén
Ñorquín,Copahue,Neuquén
Ñorquín,El Cholar,Neuquén
Ñorquín,El Huecú,Neuquén
Ñorquín,Taquimilán,Neuquén
Pehuenches,Barrancas,Neuquén
Pehuenches,Buta Ranquil,Neuquén
Pehuenches,Rincón de los Sauces,Neuquén
Pehuenches,Octavio Pico,Neuquén
Picún Leufú,El Sauce,Neuquén
Picún Leufú,Paso Aguerre,Neuquén
Picún Leufú,Picún Leufú,Neuquén
Picunches,Bajada del Agrio,Neuquén
Picunches,La Buitrera,Neuquén
Picunches,Las Lajas,Neuquén
Picunches,Quili Malal,Neuquén
Zapala,Los Catutos,Neuquén
Zapala,Mariano Moreno,Neuquén
Zapala,Ramón M. Castro,Neuquén
Adolfo Alsina,Bahía Creek,Río Negro
Adolfo Alsina,El Cóndor,Río Negro
Adolfo Alsina,Guardia Mitre,Río Negro
Adolfo Alsina,La Lobería,Río Negro
Adolfo Alsina,Loteo Costa de Río,Río Negro
Adolfo Alsina,San Javier,Río Negro
Avellaneda,Pomona,Río Negro
Adolfo Alsina,Viedma - Carmen de Patagones,Río Negro
Adolfo Alsina,El Juncal,Río Negro
Adolfo Alsina,Pozo Salado,Río Negro
Avellaneda,Barrio Unión,Río Negro
Avellaneda,Chelforó,Río Negro
Avellaneda,Chimpay,Río Negro
Avellaneda,Coronel Belisle,Río Negro
Avellaneda,Darwin,Río Negro
Avellaneda,Lamarque,Río Negro
Avellaneda,Luis Beltrán,Río Negro
Avellaneda,Choele Choel,Río Negro
Bariloche,Arelauquen,Río Negro
Bariloche,Barrio El Pilar,Río Negro
Bariloche,Colonia Suiza,Río Negro
Bariloche,El Foyel,Río Negro
Bariloche,Mallín Ahogado,Río Negro
Bariloche,Río Villegas,Río Negro
Bariloche,San Carlos de Bariloche,Río Negro
Bariloche,Villa Los Coihues,Río Negro
Bariloche,Villa Mascardi,Río Negro
Bariloche,Villa Catedral,Río Negro
Bariloche,El Bolsón,Río Negro
Conesa,General Conesa,Río Negro
Conesa,Barrio Planta Compresora de Gas,Río Negro
Conesa,Barrio Colonia Conesa,Río Negro
El Cuy,Cerro Policía,Río Negro
El Cuy,Mencué,Río Negro
El Cuy,Naupa Huen,Río Negro
El Cuy,Las Perlas,Río Negro
El Cuy,Valle Azul,Río Negro
El Cuy,Aguada Guzmán,Río Negro
El Cuy,Paso Córdova,Río Negro
El Cuy,El Cuy,Río Negro
General Roca,Villa San Isidro,Río Negro
General Roca,Paso Córdova,Río Negro
General Roca,General Enrique Godoy,Río Negro
General Roca,Barrio Guerrico,Río Negro
General Roca,Barrio Unión,Río Negro
General Roca,Cinco Saltos,Río Negro
General Roca,Barrio Mar del Plata,Río Negro
General Roca,Barrio Norte,Río Negro
General Roca,Barrio La Herradura,Río Negro
General Roca,Barrio El Labrador,Río Negro
General Roca,Barrio Fátima,Río Negro
General Roca,Barrio Costa Este,Río Negro
General Roca,Allen,Río Negro
General Roca,Mainqué,Río Negro
General Roca,Barrio Santa Rita,Río Negro
General Roca,Barrio Moño Azul,Río Negro
General Roca,Barrio Mosconi,Río Negro
General Roca,Barrio Destacamento,Río Negro
General Roca,Barrio Luisillo,Río Negro
General Roca,Paraje Arroyón,Río Negro
General Roca,Barrio Blanco,Río Negro
General Roca,Barrio Calle Ciega N° 6,Río Negro
General Roca,Barrio Costa Linda,Río Negro
General Roca,Barrio Costa Oeste,Río Negro
General Roca,Barrio El Maruchito,Río Negro
General Roca,Barrio Frontera,Río Negro
General Roca,Barrio La Ribera - Barrio APYCAR,Río Negro
General Roca,Puente Cero,Río Negro
General Roca,Barrio María Elvira,Río Negro
General Roca,Barrio Pinar,Río Negro
General Roca,Barrio Puente 83,Río Negro
General Roca,Barrio Isla 10,Río Negro
General Roca,Barrio Santa Lucía,Río Negro
General Roca,Catriel,Río Negro
General Roca,Neuquén - Plottier - Cipolletti,Río Negro
General Roca,General Fernández Oro,Río Negro
General Roca,General Roca,Río Negro
General Roca,Ingeniero Luis A. Huergo,Río Negro
General Roca,Península Ruca Co,Río Negro
General Roca,Villa Alberdi,Río Negro
General Roca,Villa Manzano,Río Negro
General Roca,Barrio La Costa,Río Negro
General Roca,Barda del Medio,Río Negro
General Roca,Barrio Canale,Río Negro
General Roca,Barrio Chacra Monte,Río Negro
General Roca,Barrio Calle Ciega N° 10,Río Negro
General Roca,Barrio El Petróleo,Río Negro
General Roca,Barrio Emergente,Río Negro
General Roca,Barrio La Costa,Río Negro
General Roca,Barrio La Defensa,Río Negro
General Roca,Barrio La Barda,Río Negro
General Roca,Barrio Porvenir,Río Negro
General Roca,Cervantes,Río Negro
General Roca,Chichinales,Río Negro
General Roca,Contralmirante Cordero,Río Negro
General Roca,Ferri,Río Negro
General Roca,Ingeniero Otto Krause,Río Negro
General Roca,Sargento Vidal,Río Negro
General Roca,Villa Regina,Río Negro
General Roca,Villa del Parque,Río Negro
9 de Julio,Prahuaniyeu,Río Negro
9 de Julio,Yaminué,Río Negro
9 de Julio,Comicó,Río Negro
9 de Julio,Sierra Colorada,Río Negro
9 de Julio,Treneta,Río Negro
9 de Julio,Ministro Ramos Mexía,Río Negro
9 de Julio,Cona Niyeu,Río Negro
Ñorquinco,Mamuel Choique,Río Negro
Ñorquinco,Río Chico,Río Negro
Ñorquinco,Ńorquinco,Río Negro
Ñorquinco,Ojos de Agua,Río Negro
Ñorquinco,Las Bayas,Río Negro
Pichi Mahuida,Río Colorado - La Adela,Río Negro
Pichi Mahuida,Barrio Esperanza,Río Negro
Pichi Mahuida,Colonia Juliá y Echarren,Río Negro
Pichi Mahuida,Juventud Unida,Río Negro
Pichi Mahuida,Pichi Mahuida,Río Negro
Pichi Mahuida,Salto Andersen,Río Negro
Pilcaniyeu,Laguna Blanca,Río Negro
Pilcaniyeu,Villa Llanquín,Río Negro
Pilcaniyeu,Dina Huapi,Río Negro
Pilcaniyeu,Cañadón Chileno,Río Negro
Pilcaniyeu,Comallo,Río Negro
Pilcaniyeu,Ńirihuau,Río Negro
Pilcaniyeu,Pilcaniyeu,Río Negro
Pilcaniyeu,Pilquiniyeu del Limay,Río Negro
San Antonio,Sierra Grande,Río Negro
San Antonio,Playas Doradas,Río Negro
San Antonio,El Empalme,Río Negro
San Antonio,Las Grutas,Río Negro
San Antonio,Punta Colorada,Río Negro
San Antonio,Saco Viejo,Río Negro
San Antonio,San Antonio Oeste,Río Negro
San Antonio,Puerto San Antonio Este,Río Negro
Valcheta,Sierra Pailemán,Río Negro
Valcheta,Arroyo Los Berros,Río Negro
Valcheta,Valcheta,Río Negro
Valcheta,Arroyo Ventana,Río Negro
Valcheta,Nahuel Niyeu,Río Negro
Valcheta,Aguada Cecilio,Río Negro
25 de Mayo,El Caín,Río Negro
25 de Mayo,Mina Santa Teresita,Río Negro
25 de Mayo,Colán Conhué,Río Negro
25 de Mayo,Aguada de Guerra,Río Negro
25 de Mayo,Clemente Onelli,Río Negro
25 de Mayo,Ingeniero Jacobacci,Río Negro
25 de Mayo,Pilquiniyeu,Río Negro
25 de Mayo,Los Menucos,Río Negro
25 de Mayo,Maquinchao,Río Negro
Anta,Las Lajitas,Salta
Anta,Luis Burela,Salta
Anta,Piquete Cabado,Salta
Anta,General Pizarro,Salta
Anta,Coronel Mollinedo,Salta
Anta,Apolinario Saravia,Salta
Anta,Coronel Olleros,Salta
Anta,El Quebrachal,Salta
Anta,Gaona,Salta
Anta,Joaquín V. González,Salta
Anta,Nuestra Señora de Talavera,Salta
Anta,Río del Valle,Salta
Anta,Ceibalito,Salta
Anta,Centro 25 de Junio,Salta
Anta,Tolloche,Salta
Anta,Macapillo,Salta
Cachi,Payogasta,Salta
Cachi,Cachi,Salta
Cafayate,Cafayate,Salta
Cafayate,Tolombón,Salta
Capital,Villa San Lorenzo,Salta
Capital,Atocha,Salta
Capital,Gran Salta,Salta
Capital,Las Costas,Salta
Capital,Gran Salta,Salta
Cerrillos,La Merced,Salta
Cerrillos,Gran Salta,Salta
Cerrillos,Gran Salta,Salta
Cerrillos,San Agustín,Salta
Chicoana,Chicoana,Salta
Chicoana,Barrio Finca La Maroma,Salta
Chicoana,El Carril,Salta
Chicoana,Barrio La Rotonda,Salta
Chicoana,Barrio Santa Teresita,Salta
General Güemes,El Bordo,Salta
General Güemes,Cobos,Salta
General Güemes,Campo Santo,Salta
General Güemes,General Güemes,Salta
General José de San Martín,General Mosconi,Salta
General José de San Martín,Padre Lozano,Salta
General José de San Martín,Tobantirenda,Salta
General José de San Martín,Coronel Cornejo,Salta
General José de San Martín,Campichuelo,Salta
General José de San Martín,Tartagal - Misión El Cruce,Salta
General José de San Martín,Carboncito,Salta
General José de San Martín,Campamento Vespucio,Salta
General José de San Martín,Aguaray,Salta
General José de San Martín,Campo Durán,Salta
General José de San Martín,Capiazuti,Salta
General José de San Martín,Dragones,Salta
General José de San Martín,General Ballivián,Salta
General José de San Martín,Hickman,Salta
General José de San Martín,Misión Kilómetro 6,Salta
General José de San Martín,Pacará,Salta
General José de San Martín,Piquirenda,Salta
General José de San Martín,Tranquitas,Salta
General José de San Martín,Embarcación,Salta
General José de San Martín,Misión Chaqueña,Salta
General José de San Martín,Tartagal - Misión El Cruce,Salta
General José de San Martín,Profesor Salvador Mazza,Salta
General José de San Martín,Yacuy,Salta
Guachipas,Guachipas,Salta
Iruya,Pueblo Viejo,Salta
Iruya,Iruya,Salta
Iruya,Isla de Cañas,Salta
La Caldera,Gran Salta,Salta
La Caldera,La Caldera,Salta
La Candelaria,El Jardín,Salta
La Candelaria,El Tala,Salta
La Candelaria,La Candelaria,Salta
La Poma,Cobres,Salta
La Poma,La Poma,Salta
La Viña,Cabra Corral,Salta
